Timestamp,GSR Value,Smoothed Value,Conductivity (µS)
2025-01-12 14:53:07,643,643.22,33.18
2025-01-12 14:53:07,643,643.12,33.18
2025-01-12 14:53:07,643,643.11,33.18
2025-01-12 14:53:07,643,643.11,33.18
2025-01-12 14:53:07,643,643.00,33.18
2025-01-12 14:53:07,644,643.38,33.32
2025-01-12 14:53:07,645,644.14,33.46
2025-01-12 14:53:07,644,644.26,33.32
2025-01-12 14:53:07,644,644.19,33.32
2025-01-12 14:53:07,643,643.73,33.18
2025-01-12 14:53:07,643,643.33,33.18
2025-01-12 14:53:07,643,642.98,33.18
2025-01-12 14:53:07,643,642.88,33.18
2025-01-12 14:53:07,643,642.93,33.18
2025-01-12 14:53:07,644,643.50,33.32
2025-01-12 14:53:07,643,643.35,33.18
2025-01-12 14:53:07,643,643.25,33.18
2025-01-12 14:53:07,643,643.10,33.18
2025-01-12 14:53:07,644,643.48,33.32
2025-01-12 14:53:07,644,643.66,33.32
2025-01-12 14:53:07,643,643.42,33.18
2025-01-12 14:53:07,643,643.28,33.18
2025-01-12 14:53:07,643,643.22,33.18
2025-01-12 14:53:07,643,642.99,33.18
2025-01-12 14:53:07,643,642.88,33.18
2025-01-12 14:53:07,643,642.94,33.18
2025-01-12 14:53:07,644,643.48,33.32
2025-01-12 14:53:07,645,644.22,33.46
2025-01-12 14:53:07,644,644.19,33.32
2025-01-12 14:53:07,643,643.76,33.18
2025-01-12 14:53:07,644,643.87,33.32
2025-01-12 14:53:07,643,643.44,33.18
2025-01-12 14:53:07,647,644.78,33.74
2025-01-12 14:53:07,643,644.09,33.18
2025-01-12 14:53:07,643,643.78,33.18
2025-01-12 14:53:07,643,643.47,33.18
2025-01-12 14:53:07,644,643.66,33.32
2025-01-12 14:53:07,643,643.03,33.18
2025-01-12 14:53:07,643,643.04,33.18
2025-01-12 14:53:07,643,643.07,33.18
2025-01-12 14:53:07,644,643.74,33.32
2025-01-12 14:53:07,642,642.80,33.04
2025-01-12 14:53:07,645,643.70,33.46
2025-01-12 14:53:07,644,643.92,33.32
2025-01-12 14:53:07,643,643.67,33.18
2025-01-12 14:53:07,644,643.70,33.32
2025-01-12 14:53:07,643,643.52,33.18
2025-01-12 14:53:07,648,645.30,33.88
2025-01-12 14:53:07,643,644.46,33.18
2025-01-12 14:53:07,644,644.26,33.32
2025-01-12 14:53:07,645,644.72,33.46
2025-01-12 14:53:07,643,644.05,33.18
2025-01-12 14:53:07,644,643.57,33.32
2025-01-12 14:53:07,644,643.79,33.32
2025-01-12 14:53:07,642,643.04,33.04
2025-01-12 14:53:07,643,643.13,33.18
2025-01-12 14:53:07,643,642.86,33.18
2025-01-12 14:53:07,644,643.36,33.32
2025-01-12 14:53:07,641,642.39,32.90
2025-01-12 14:53:07,644,643.03,33.32
2025-01-12 14:53:07,643,643.14,33.18
2025-01-12 14:53:07,641,642.24,32.90
2025-01-12 14:53:07,643,642.28,33.18
2025-01-12 14:53:07,643,642.77,33.18
2025-01-12 14:53:07,643,642.82,33.18
2025-01-12 14:53:07,643,642.92,33.18
2025-01-12 14:53:07,643,642.99,33.18
2025-01-12 14:53:07,645,644.03,33.46
2025-01-12 14:53:07,642,643.17,33.04
2025-01-12 14:53:07,643,642.95,33.18
2025-01-12 14:53:07,643,643.02,33.18
2025-01-12 14:53:07,644,643.44,33.32
2025-01-12 14:53:07,642,642.68,33.04
2025-01-12 14:53:07,643,642.85,33.18
2025-01-12 14:53:07,642,642.52,33.04
2025-01-12 14:53:07,644,643.23,33.32
2025-01-12 14:53:07,643,642.93,33.18
2025-01-12 14:53:07,644,643.52,33.32
2025-01-12 14:53:07,643,643.38,33.18
2025-01-12 14:53:07,644,643.80,33.32
2025-01-12 14:53:07,643,643.32,33.18
2025-01-12 14:53:07,644,643.62,33.32
2025-01-12 14:53:07,640,641.97,32.77
2025-01-12 14:53:07,644,642.81,33.32
2025-01-12 14:53:07,643,642.78,33.18
2025-01-12 14:53:07,644,643.37,33.32
2025-01-12 14:53:07,644,643.59,33.32
2025-01-12 14:53:07,644,644.16,33.32
2025-01-12 14:53:07,649,646.24,34.03
2025-01-12 14:53:07,645,645.98,33.46
2025-01-12 14:53:07,639,642.85,32.63
2025-01-12 14:53:07,642,642.39,33.04
2025-01-12 14:53:07,644,642.82,33.32
2025-01-12 14:53:07,643,642.43,33.18
2025-01-12 14:53:07,644,642.91,33.32
2025-01-12 14:53:07,643,643.50,33.18
2025-01-12 14:53:07,644,644.30,33.32
2025-01-12 14:53:08,643,643.55,33.18
2025-01-12 14:53:08,644,643.37,33.32
2025-01-12 14:53:08,643,643.26,33.18
2025-01-12 14:53:08,644,643.68,33.32
2025-01-12 14:53:08,643,643.32,33.18
2025-01-12 14:53:08,643,643.25,33.18
2025-01-12 14:53:08,645,643.89,33.46
2025-01-12 14:53:08,643,643.65,33.18
2025-01-12 14:53:08,644,643.72,33.32
2025-01-12 14:53:08,643,643.51,33.18
2025-01-12 14:53:08,644,643.71,33.32
2025-01-12 14:53:08,644,643.76,33.32
2025-01-12 14:53:08,643,643.42,33.18
2025-01-12 14:53:08,644,643.63,33.32
2025-01-12 14:53:08,645,644.38,33.46
2025-01-12 14:53:08,645,644.61,33.46
2025-01-12 14:53:08,643,644.00,33.18
2025-01-12 14:53:08,643,643.56,33.18
2025-01-12 14:53:08,643,643.31,33.18
2025-01-12 14:53:08,643,642.99,33.18
2025-01-12 14:53:08,644,643.19,33.32
2025-01-12 14:53:08,643,643.23,33.18
2025-01-12 14:53:08,646,644.58,33.60
2025-01-12 14:53:08,642,643.67,33.04
2025-01-12 14:53:08,644,643.74,33.32
2025-01-12 14:53:08,643,643.35,33.18
2025-01-12 14:53:08,641,642.33,32.90
2025-01-12 14:53:08,646,643.56,33.60
2025-01-12 14:53:08,644,643.97,33.32
2025-01-12 14:53:08,643,643.59,33.18
2025-01-12 14:53:08,644,643.96,33.32
2025-01-12 14:53:08,640,642.32,32.77
2025-01-12 14:53:08,645,643.20,33.46
2025-01-12 14:53:08,644,643.37,33.32
2025-01-12 14:53:08,644,643.62,33.32
2025-01-12 14:53:08,644,644.06,33.32
2025-01-12 14:53:08,644,644.32,33.32
2025-01-12 14:53:08,644,644.08,33.32
2025-01-12 14:53:08,644,643.98,33.32
2025-01-12 14:53:08,644,643.74,33.32
2025-01-12 14:53:08,644,644.06,33.32
2025-01-12 14:53:08,645,644.43,33.46
2025-01-12 14:53:08,644,644.29,33.32
2025-01-12 14:53:08,644,644.18,33.32
2025-01-12 14:53:08,645,644.53,33.46
2025-01-12 14:53:08,644,644.35,33.32
2025-01-12 14:53:08,642,643.26,33.04
2025-01-12 14:53:08,643,643.04,33.18
2025-01-12 14:53:08,643,642.96,33.18
2025-01-12 14:53:08,645,643.75,33.46
2025-01-12 14:53:08,643,643.42,33.18
2025-01-12 14:53:08,643,643.42,33.18
2025-01-12 14:53:08,643,643.38,33.18
2025-01-12 14:53:08,645,644.04,33.46
2025-01-12 14:53:08,643,643.39,33.18
2025-01-12 14:53:08,644,643.69,33.32
2025-01-12 14:53:08,643,643.48,33.18
2025-01-12 14:53:08,643,643.42,33.18
2025-01-12 14:53:08,643,642.98,33.18
2025-01-12 14:53:08,646,644.24,33.60
2025-01-12 14:53:08,644,644.22,33.32
2025-01-12 14:53:08,645,644.77,33.46
2025-01-12 14:53:08,643,644.06,33.18
2025-01-12 14:53:08,644,644.12,33.32
2025-01-12 14:53:08,643,643.36,33.18
2025-01-12 14:53:08,643,643.07,33.18
2025-01-12 14:53:08,643,642.90,33.18
2025-01-12 14:53:08,643,643.13,33.18
2025-01-12 14:53:08,642,642.55,33.04
2025-01-12 14:53:08,644,643.22,33.32
2025-01-12 14:53:08,640,641.81,32.77
2025-01-12 14:53:08,644,642.70,33.32
2025-01-12 14:53:08,642,642.36,33.04
2025-01-12 14:53:08,644,643.13,33.32
2025-01-12 14:53:08,642,642.61,33.04
2025-01-12 14:53:08,644,643.42,33.32
2025-01-12 14:53:08,644,643.61,33.32
2025-01-12 14:53:08,646,644.82,33.60
2025-01-12 14:53:08,644,644.32,33.32
2025-01-12 14:53:08,644,644.51,33.32
2025-01-12 14:53:08,644,644.18,33.32
2025-01-12 14:53:08,644,644.13,33.32
2025-01-12 14:53:08,643,643.32,33.18
2025-01-12 14:53:08,643,643.18,33.18
2025-01-12 14:53:08,642,642.65,33.04
2025-01-12 14:53:08,644,643.26,33.32
2025-01-12 14:53:08,644,643.48,33.32
2025-01-12 14:53:08,645,644.23,33.46
2025-01-12 14:53:08,643,643.87,33.18
2025-01-12 14:53:08,644,644.08,33.32
2025-01-12 14:53:08,643,643.54,33.18
2025-01-12 14:53:08,643,643.18,33.18
2025-01-12 14:53:08,643,642.85,33.18
2025-01-12 14:53:08,645,643.87,33.46
2025-01-12 14:53:08,644,643.99,33.32
2025-01-12 14:53:08,644,644.16,33.32
2025-01-12 14:53:08,643,643.67,33.18
2025-01-12 14:53:08,643,643.46,33.18
2025-01-12 14:53:09,642,642.60,33.04
2025-01-12 14:53:09,644,643.03,33.32
2025-01-12 14:53:09,642,642.55,33.04
2025-01-12 14:53:09,641,641.99,32.90
2025-01-12 14:53:09,644,642.77,33.32
2025-01-12 14:53:09,645,643.87,33.46
2025-01-12 14:53:09,643,643.49,33.18
2025-01-12 14:53:09,645,644.24,33.46
2025-01-12 14:53:09,642,643.52,33.04
2025-01-12 14:53:09,643,643.29,33.18
2025-01-12 14:53:09,643,642.80,33.18
2025-01-12 14:53:09,644,643.20,33.32
2025-01-12 14:53:09,644,643.58,33.32
2025-01-12 14:53:09,644,643.99,33.32
2025-01-12 14:53:09,644,644.04,33.32
2025-01-12 14:53:09,640,642.48,32.77
2025-01-12 14:53:09,645,643.20,33.46
2025-01-12 14:53:09,643,643.08,33.18
2025-01-12 14:53:09,643,642.98,33.18
2025-01-12 14:53:09,643,642.98,33.18
2025-01-12 14:53:09,643,643.30,33.18
2025-01-12 14:53:09,644,643.51,33.32
2025-01-12 14:53:09,644,643.71,33.32
2025-01-12 14:53:09,644,643.69,33.32
2025-01-12 14:53:09,643,643.70,33.18
2025-01-12 14:53:09,645,644.20,33.46
2025-01-12 14:53:09,644,644.11,33.32
2025-01-12 14:53:09,644,644.02,33.32
2025-01-12 14:53:09,644,643.98,33.32
2025-01-12 14:53:09,643,643.69,33.18
2025-01-12 14:53:09,644,643.70,33.32
2025-01-12 14:53:09,643,643.35,33.18
2025-01-12 14:53:09,644,643.53,33.32
2025-01-12 14:53:09,642,642.97,33.04
2025-01-12 14:53:09,644,643.38,33.32
2025-01-12 14:53:09,644,643.63,33.32
2025-01-12 14:53:09,644,643.87,33.32
2025-01-12 14:53:09,643,643.45,33.18
2025-01-12 14:53:09,645,644.28,33.46
2025-01-12 14:53:09,644,644.15,33.32
2025-01-12 14:53:09,644,644.10,33.32
2025-01-12 14:53:09,643,643.49,33.18
2025-01-12 14:53:09,644,643.83,33.32
2025-01-12 14:53:09,643,643.38,33.18
2025-01-12 14:53:09,644,643.56,33.32
2025-01-12 14:53:09,644,643.69,33.32
2025-01-12 14:53:09,644,644.02,33.32
2025-01-12 14:53:09,644,644.00,33.32
2025-01-12 14:53:09,644,644.07,33.32
2025-01-12 14:53:09,644,643.99,33.32
2025-01-12 14:53:09,644,644.01,33.32
2025-01-12 14:53:09,643,643.51,33.18
2025-01-12 14:53:09,644,643.71,33.32
2025-01-12 14:53:09,644,643.82,33.32
2025-01-12 14:53:09,644,643.90,33.32
2025-01-12 14:53:09,644,643.95,33.32
2025-01-12 14:53:09,645,644.49,33.46
2025-01-12 14:53:09,644,644.34,33.32
2025-01-12 14:53:09,643,643.76,33.18
2025-01-12 14:53:09,645,644.18,33.46
2025-01-12 14:53:09,642,643.30,33.04
2025-01-12 14:53:09,644,643.43,33.32
2025-01-12 14:53:09,644,643.63,33.32
2025-01-12 14:53:09,643,643.47,33.18
2025-01-12 14:53:09,643,643.22,33.18
2025-01-12 14:53:09,644,643.61,33.32
2025-01-12 14:53:09,644,643.75,33.32
2025-01-12 14:53:09,644,643.92,33.32
2025-01-12 14:53:09,645,644.31,33.46
2025-01-12 14:53:09,644,644.41,33.32
2025-01-12 14:53:09,644,644.24,33.32
2025-01-12 14:53:09,643,643.62,33.18
2025-01-12 14:53:09,645,644.13,33.46
2025-01-12 14:53:09,644,644.05,33.32
2025-01-12 14:53:09,645,644.46,33.46
2025-01-12 14:53:09,645,644.76,33.46
2025-01-12 14:53:09,644,644.65,33.32
2025-01-12 14:53:09,644,644.27,33.32
2025-01-12 14:53:09,644,644.12,33.32
2025-01-12 14:53:09,643,643.49,33.18
2025-01-12 14:53:09,645,644.09,33.46
2025-01-12 14:53:09,643,643.62,33.18
2025-01-12 14:53:09,643,643.41,33.18
2025-01-12 14:53:09,644,643.64,33.32
2025-01-12 14:53:09,644,643.83,33.32
2025-01-12 14:53:09,648,645.55,33.88
2025-01-12 14:53:09,643,644.70,33.18
2025-01-12 14:53:09,644,644.48,33.32
2025-01-12 14:53:09,643,643.92,33.18
2025-01-12 14:53:09,644,643.77,33.32
2025-01-12 14:53:09,644,643.45,33.32
2025-01-12 14:53:09,644,643.75,33.32
2025-01-12 14:53:09,644,643.96,33.32
2025-01-12 14:53:09,644,644.33,33.32
2025-01-12 14:53:09,644,643.99,33.32
2025-01-12 14:53:10,644,644.01,33.32
2025-01-12 14:53:10,643,643.51,33.18
2025-01-12 14:53:10,643,643.28,33.18
2025-01-12 14:53:10,644,643.53,33.32
2025-01-12 14:53:10,644,643.72,33.32
2025-01-12 14:53:10,644,643.84,33.32
2025-01-12 14:53:10,645,644.44,33.46
2025-01-12 14:53:10,644,644.41,33.32
2025-01-12 14:53:10,643,643.81,33.18
2025-01-12 14:53:10,645,644.19,33.46
2025-01-12 14:53:10,643,643.67,33.18
2025-01-12 14:53:10,642,642.86,33.04
2025-01-12 14:53:10,645,643.66,33.46
2025-01-12 14:53:10,644,643.93,33.32
2025-01-12 14:53:10,644,643.97,33.32
2025-01-12 14:53:10,644,644.02,33.32
2025-01-12 14:53:10,644,644.16,33.32
2025-01-12 14:53:10,643,643.68,33.18
2025-01-12 14:53:10,644,643.61,33.32
2025-01-12 14:53:10,643,643.25,33.18
2025-01-12 14:53:10,644,643.67,33.32
2025-01-12 14:53:10,643,643.33,33.18
2025-01-12 14:53:10,644,643.67,33.32
2025-01-12 14:53:10,643,643.38,33.18
2025-01-12 14:53:10,644,643.68,33.32
2025-01-12 14:53:10,643,643.32,33.18
2025-01-12 14:53:10,644,643.68,33.32
2025-01-12 14:53:10,643,643.32,33.18
2025-01-12 14:53:10,644,643.68,33.32
2025-01-12 14:53:10,644,643.75,33.32
2025-01-12 14:53:10,644,643.97,33.32
2025-01-12 14:53:10,644,643.93,33.32
2025-01-12 14:53:10,644,644.07,33.32
2025-01-12 14:53:10,643,643.56,33.18
2025-01-12 14:53:10,644,643.72,33.32
2025-01-12 14:53:10,644,643.75,33.32
2025-01-12 14:53:10,643,643.47,33.18
2025-01-12 14:53:10,645,644.08,33.46
2025-01-12 14:53:10,644,644.17,33.32
2025-01-12 14:53:10,644,644.13,33.32
2025-01-12 14:53:10,644,644.06,33.32
2025-01-12 14:53:10,644,644.05,33.32
2025-01-12 14:53:10,644,643.99,33.32
2025-01-12 14:53:10,644,643.96,33.32
2025-01-12 14:53:10,644,643.93,33.32
2025-01-12 14:53:10,643,643.63,33.18
2025-01-12 14:53:10,644,643.71,33.32
2025-01-12 14:53:10,644,643.82,33.32
2025-01-12 14:53:10,645,644.33,33.46
2025-01-12 14:53:10,644,644.24,33.32
2025-01-12 14:53:10,644,644.25,33.32
2025-01-12 14:53:10,643,643.72,33.18
2025-01-12 14:53:10,644,643.77,33.32
2025-01-12 14:53:10,644,643.69,33.32
2025-01-12 14:53:10,644,643.85,33.32
2025-01-12 14:53:10,643,643.51,33.18
2025-01-12 14:53:10,643,643.41,33.18
2025-01-12 14:53:10,641,642.29,32.90
2025-01-12 14:53:10,643,642.42,33.18
2025-01-12 14:53:10,644,642.94,33.32
2025-01-12 14:53:10,644,643.52,33.32
2025-01-12 14:53:10,644,643.85,33.32
2025-01-12 14:53:10,644,644.20,33.32
2025-01-12 14:53:10,645,644.59,33.46
2025-01-12 14:53:10,644,644.31,33.32
2025-01-12 14:53:10,644,644.00,33.32
2025-01-12 14:53:10,644,644.04,33.32
2025-01-12 14:53:10,645,644.48,33.46
2025-01-12 14:53:10,644,644.23,33.32
2025-01-12 14:53:10,642,643.27,33.04
2025-01-12 14:53:10,644,643.51,33.32
2025-01-12 14:53:10,644,643.75,33.32
2025-01-12 14:53:10,644,643.73,33.32
2025-01-12 14:53:10,644,643.84,33.32
2025-01-12 14:53:10,644,644.12,33.32
2025-01-12 14:53:10,644,644.17,33.32
2025-01-12 14:53:10,644,644.02,33.32
2025-01-12 14:53:10,643,643.44,33.18
2025-01-12 14:53:10,644,643.71,33.32
2025-01-12 14:53:10,643,643.39,33.18
2025-01-12 14:53:10,644,643.61,33.32
2025-01-12 14:53:10,643,643.33,33.18
2025-01-12 14:53:10,645,644.10,33.46
2025-01-12 14:53:10,643,643.68,33.18
2025-01-12 14:53:10,645,644.29,33.46
2025-01-12 14:53:10,644,644.15,33.32
2025-01-12 14:53:10,644,644.21,33.32
2025-01-12 14:53:10,644,643.97,33.32
2025-01-12 14:53:10,644,644.08,33.32
2025-01-12 14:53:10,644,643.92,33.32
2025-01-12 14:53:10,644,644.02,33.32
2025-01-12 14:53:10,645,644.36,33.46
2025-01-12 14:53:10,644,644.35,33.32
2025-01-12 14:53:11,644,644.18,33.32
2025-01-12 14:53:11,644,644.10,33.32
2025-01-12 14:53:11,644,644.05,33.32
2025-01-12 14:53:11,644,643.94,33.32
2025-01-12 14:53:11,644,643.95,33.32
2025-01-12 14:53:11,644,643.99,33.32
2025-01-12 14:53:11,644,644.06,33.32
2025-01-12 14:53:11,644,644.00,33.32
2025-01-12 14:53:11,644,644.00,33.32
2025-01-12 14:53:11,644,644.00,33.32
2025-01-12 14:53:11,644,644.00,33.32
2025-01-12 14:53:11,644,644.00,33.32
2025-01-12 14:53:11,644,644.00,33.32
2025-01-12 14:53:11,643,643.57,33.18
2025-01-12 14:53:11,644,643.71,33.32
2025-01-12 14:53:11,644,643.82,33.32
2025-01-12 14:53:11,645,644.33,33.46
2025-01-12 14:53:11,644,644.24,33.32
2025-01-12 14:53:11,644,644.25,33.32
2025-01-12 14:53:11,646,645.02,33.60
2025-01-12 14:53:11,644,644.65,33.32
2025-01-12 14:53:11,643,643.81,33.18
2025-01-12 14:53:11,643,643.43,33.18
2025-01-12 14:53:11,643,643.20,33.18
2025-01-12 14:53:11,644,643.36,33.32
2025-01-12 14:53:11,643,643.13,33.18
2025-01-12 14:53:11,644,643.60,33.32
2025-01-12 14:53:11,644,644.01,33.32
2025-01-12 14:53:11,644,644.02,33.32
2025-01-12 14:53:11,643,643.51,33.18
2025-01-12 14:53:11,646,644.58,33.60
2025-01-12 14:53:11,644,644.39,33.32
2025-01-12 14:53:11,644,644.27,33.32
2025-01-12 14:53:11,645,644.52,33.46
2025-01-12 14:53:11,645,644.89,33.46
2025-01-12 14:53:11,644,644.40,33.32
2025-01-12 14:53:11,644,644.19,33.32
2025-01-12 14:53:11,644,644.08,33.32
2025-01-12 14:53:11,643,643.69,33.18
2025-01-12 14:53:11,643,643.16,33.18
2025-01-12 14:53:11,644,643.47,33.32
2025-01-12 14:53:11,643,643.34,33.18
2025-01-12 14:53:11,644,643.62,33.32
2025-01-12 14:53:11,644,643.83,33.32
2025-01-12 14:53:11,645,644.44,33.46
2025-01-12 14:53:11,644,644.30,33.32
2025-01-12 14:53:11,645,644.62,33.46
2025-01-12 14:53:11,644,644.38,33.32
2025-01-12 14:53:11,644,644.25,33.32
2025-01-12 14:53:11,643,643.55,33.18
2025-01-12 14:53:11,644,643.71,33.32
2025-01-12 14:53:11,644,643.75,33.32
2025-01-12 14:53:11,644,643.91,33.32
2025-01-12 14:53:11,644,643.94,33.32
2025-01-12 14:53:11,643,643.70,33.18
2025-01-12 14:53:11,644,643.76,33.32
2025-01-12 14:53:11,644,643.83,33.32
2025-01-12 14:53:11,643,643.40,33.18
2025-01-12 14:53:11,644,643.65,33.32
2025-01-12 14:53:11,643,643.45,33.18
2025-01-12 14:53:11,643,643.23,33.18
2025-01-12 14:53:11,644,643.48,33.32
2025-01-12 14:53:11,644,643.72,33.32
2025-01-12 14:53:11,644,643.89,33.32
2025-01-12 14:53:11,643,643.59,33.18
2025-01-12 14:53:11,643,643.33,33.18
2025-01-12 14:53:11,644,643.59,33.32
2025-01-12 14:53:11,643,643.23,33.18
2025-01-12 14:53:11,641,642.20,32.90
2025-01-12 14:53:11,644,642.95,33.32
2025-01-12 14:53:11,644,643.47,33.32
2025-01-12 14:53:11,644,643.70,33.32
2025-01-12 14:53:11,645,644.28,33.46
2025-01-12 14:53:11,644,644.47,33.32
2025-01-12 14:53:11,643,643.92,33.18
2025-01-12 14:53:11,644,643.78,33.32
2025-01-12 14:53:11,642,642.82,33.04
2025-01-12 14:53:11,644,643.25,33.32
2025-01-12 14:53:11,644,643.53,33.32
2025-01-12 14:53:11,645,644.28,33.46
